Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.short [single_line_text_field],Metafield: custom.badge [single_line_text_field],Metafield: custom.kind [single_line_text_field],Metafield: custom.accent_color [single_line_text_field]
px-legacy-thai-shorts-mesh-burgundy,"PX Legacy Thai Shorts , Mesh, Burgundy","<div class=""short-description""> <div class=""std"">PX Legacy Thai Shorts , Mesh, Burgundy</div> <div class=""std""></div> </div>",PX,Broekjes,"Bestsellers!, Broekjes, Kleding, PX, Bestseller",TRUE,,Default Title,,shopify,10,deny,manual,39.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/12/PX-Legacy-Thai-Shorts-Mesh-burgundy2.jpg,1,"PX Legacy Thai Shorts , Mesh, Burgundy",active,"PX Legacy Thai Shorts , Mesh, Burgundy",Bestseller,apparel,#101820
px-legacy-thai-shorts-mesh-burgundy,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/12/PX-Legacy-Thai-Shorts-Mesh-burgundy.jpg,2,"PX Legacy Thai Shorts , Mesh, Burgundy",,,,,
px-legacy-thai-shorts-mesh-burgundy,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/12/PX-Legacy-Thai-Shorts-Mesh-burgundy3.jpg,3,"PX Legacy Thai Shorts , Mesh, Burgundy",,,,,
px-legacy-thai-shorts-mesh-white,"PX Legacy Thai Shorts , Mesh, white","<div class=""short-description""> <div class=""std"">PX Legacy Thai Shorts , Mesh, white</div> <div class=""std""></div> </div>",PX,Broekjes,"Bestsellers!, Broekjes, Kleding, PX, Bestseller",TRUE,,Default Title,,shopify,10,deny,manual,39.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/12/PX-Legacy-Thai-Shorts-Mesh-white.jpg,1,"PX Legacy Thai Shorts , Mesh, white",active,"PX Legacy Thai Shorts , Mesh, white",Bestseller,apparel,#101820
px-legacy-thai-shorts-mesh-white,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/12/PX-Legacy-Thai-Shorts-Mesh-white2.jpg,2,"PX Legacy Thai Shorts , Mesh, white",,,,,
venum-kontact-boxing-handwraps-bandage,Venum Kontact Boxing Handwraps bandage,<p>Venum Kontact Boxing Handwraps bandage</p>,Venum,Bandages,"Bandages, Bescherming, Venum",TRUE,,Default Title,,shopify,10,deny,manual,9.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/12/Venum-Kontact-bandage-Handwraps.jpg,1,Venum Kontact Boxing Handwraps bandage,active,Venum Kontact Boxing Handwraps bandage,,shield,#111111
fightpro-active-dry-shirt-zwart-op-zwart-print,FightPro Active Dry Shirt – Zwart op Zwart Print,"<p>Het <strong data-start=""340"" data-end=""369"">FightPro Active Dry Shirt</strong> is gemaakt voor vechters die maximale bewegingsvrijheid en stijl eisen. De lichtgewicht Active Dry-stof voert zweet razendsnel af en houdt je lichaam koel tijdens intensieve bokszaktrainingen, sparringsessies of fitnessworkouts.<br data-start=""598"" data-end=""601"" />De diepe zwarte kleur in combinatie met de <strong data-start=""644"" data-end=""670"">zwarte FightPro-opdruk</strong> geeft het shirt een luxe, krachtige uitstraling — perfect voor in de gym én daarbuiten.<br data-start=""758"" data-end=""761"" />Duurzaam, comfortabel en ontworpen voor dagelijks gebruik.</p> <ul> <li data-start=""838"" data-end=""886""> <p data-start=""840"" data-end=""886"">Active Dry materiaal – sneldrogend & ademend</p> </li> <li data-start=""887"" data-end=""910""> <p data-start=""889"" data-end=""910"">Slim-fit sportmodel</p> </li> <li data-start=""911"" data-end=""941""> <p data-start=""913"" data-end=""941"">Luxe gouden FightPro print</p> </li> <li data-start=""942"" data-end=""995""> <p data-start=""944"" data-end=""995"">Ideaal voor kickboksen, bokszaktraining & fitness</p> </li> </ul>",Fightpro,T-Shirts,"Fightpro, T-Shirts",TRUE,,Default Title,,shopify,10,deny,manual,29.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/12/FightPro-Active-Dry-Trainingsshirt-black-ON-BLACK.jpg,1,FightPro Active Dry Shirt – Zwart op Zwart Print,active,"Licht, ademend en stijlvol. Het FightPro Active Dry Shirt in zwart op zwart print biedt maximaal comfort tijdens elke training. Sneldrogende performance-kwaliteit voor echte vechters. Prijs: €29,95 .",,apparel,#1A1200
fightpro-active-dry-shirt-zwart-op-zwart-print,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/12/FightPro-Active-Dry-Trainingsshirt-BLACK-ON-BLACK-back.jpg,2,FightPro Active Dry Shirt – Zwart op Zwart Print,,,,,
fightpro-active-dry-shirt-zwart-met-gouden-print,FightPro Active Dry Shirt – Zwart met Gouden Print,"<p>Het <strong data-start=""340"" data-end=""369"">FightPro Active Dry Shirt</strong> is gemaakt voor vechters die maximale bewegingsvrijheid en stijl eisen. De lichtgewicht Active Dry-stof voert zweet razendsnel af en houdt je lichaam koel tijdens intensieve bokszaktrainingen, sparringsessies of fitnessworkouts.<br data-start=""598"" data-end=""601"" />De diepe zwarte kleur in combinatie met de <strong data-start=""644"" data-end=""670"">gouden FightPro-opdruk</strong> geeft het shirt een luxe, krachtige uitstraling — perfect voor in de gym én daarbuiten.<br data-start=""758"" data-end=""761"" />Duurzaam, comfortabel en ontworpen voor dagelijks gebruik.</p> <ul> <li data-start=""838"" data-end=""886""> <p data-start=""840"" data-end=""886"">Active Dry materiaal – sneldrogend & ademend</p> </li> <li data-start=""887"" data-end=""910""> <p data-start=""889"" data-end=""910"">Slim-fit sportmodel</p> </li> <li data-start=""911"" data-end=""941""> <p data-start=""913"" data-end=""941"">Luxe gouden FightPro print</p> </li> <li data-start=""942"" data-end=""995""> <p data-start=""944"" data-end=""995"">Ideaal voor kickboksen, bokszaktraining & fitness</p> </li> </ul>",Fightpro,T-Shirts,"Fightpro, T-Shirts",TRUE,,Default Title,,shopify,10,deny,manual,29.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/12/FightPro-Active-Dry-Trainingsshirt-GOLD-ON-BLACK.jpg,1,FightPro Active Dry Shirt – Zwart met Gouden Print,active,"Licht, ademend en stijlvol. Het FightPro Active Dry Shirt in zwart met gouden print biedt maximaal comfort tijdens elke training. Sneldrogende performance-kwaliteit voor echte vechters. Prijs: €29,95 .",,apparel,#1A1200
fightpro-active-dry-shirt-zwart-met-gouden-print,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/12/FightPro-Active-Dry-Trainingsshirt-GOLD-ON-BLACK-back.jpg,2,FightPro Active Dry Shirt – Zwart met Gouden Print,,,,,
booster-fight-gear-champion-pink,Booster Fight Gear – CHAMPION PINK,<p>Booster Fight Gear – CHAMPION PINK</p>,Booster,Kickbokshandschoenen Kunststof,"Booster, Handschoenen, Kickbokshandschoenen Kunststof, Kids fight",TRUE,Maat,10 oz,,shopify,10,deny,manual,32.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-CHAMPION-PINK.jpg,1,Booster Fight Gear – CHAMPION PINK,active,Booster Fight Gear – CHAMPION PINK,,apparel,#0E2A4A
booster-fight-gear-champion-pink,,,,,,,Maat,12 oz,,shopify,10,deny,manual,32.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-champion-pink,,,,,,,Maat,14 oz,,shopify,10,deny,manual,32.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-champion-pink,,,,,,,Maat,16 oz,,shopify,10,deny,manual,32.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-champion-pink,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-CHAMPION-PINK2.jpg,2,Booster Fight Gear – CHAMPION PINK,,,,,
booster-fight-gear-champion-pink,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-CHAMPION-PINK3.jpg,3,Booster Fight Gear – CHAMPION PINK,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen wit kids,"<p data-start=""123"" data-end=""241""><strong data-start=""123"" data-end=""189"">Booster Fight Gear – BG Youth Elite V2 Bokshandschoenen (Kids)</strong><br data-start=""189"" data-end=""192"" /><em data-start=""192"" data-end=""239"">Professionele bescherming voor jonge vechters</em></p> <p data-start=""243"" data-end=""461"">De BG Youth Elite V2 is speciaal ontworpen voor kinderen die serieus willen trainen. Deze handschoenen combineren ultieme bescherming, comfort en stijl zodat jonge atleten veilig hun volle potentieel kunnen bereiken.</p> <p data-start=""463"" data-end=""493""><strong data-start=""463"" data-end=""491"">Belangrijkste kenmerken:</strong></p> <ul data-start=""494"" data-end=""1072""> <li data-start=""494"" data-end=""608""> <p data-start=""496"" data-end=""608""><strong data-start=""496"" data-end=""522"">Injected Mold Padding:</strong> uitzonderlijke schokabsorptie, beschermt jonge handen tijdens training en sparring.</p> </li> <li data-start=""609"" data-end=""702""> <p data-start=""611"" data-end=""702""><strong data-start=""611"" data-end=""650"">Ergonomische pasvorm voor kinderen:</strong> veilig en comfortabel, afgestemd op kinderhanden.</p> </li> <li data-start=""703"" data-end=""774""> <p data-start=""705"" data-end=""774""><strong data-start=""705"" data-end=""735"">Duurzaam synthetisch leer:</strong> bestand tegen intensieve trainingen.</p> </li> <li data-start=""775"" data-end=""874""> <p data-start=""777"" data-end=""874""><strong data-start=""777"" data-end=""818"">Aangehechte duim & extra polsvulling:</strong> vermindert blessures en ondersteunt de vuist en pols.</p> </li> <li data-start=""875"" data-end=""962""> <p data-start=""877"" data-end=""962""><strong data-start=""877"" data-end=""908"">Klittenbandsluiting rondom:</strong> eenvoudig aanpasbaar voor een persoonlijke pasvorm.</p> </li> <li data-start=""963"" data-end=""1072""> <p data-start=""965"" data-end=""1072""><strong data-start=""965"" data-end=""990"">Strak, modern design:</strong> subtiele glanzende patronen en Booster-logo voor een professionele uitstraling.</p> </li> </ul> <p data-start=""1074"" data-end=""1178"">🎯 Perfect voor jonge atleten die willen trainen zoals de groten, met maximale bescherming en comfort.</p>",Booster,Kickbokshandschoenen Kunststof,"Booster, Handschoenen, Kickbokshandschoenen Kunststof, Kids fight",TRUE,Maat,10 oz,,shopify,10,deny,manual,44.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-wit.jpg,1,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen wit kids,active,Booster BGL Elite kids wit,,apparel,#0E2A4A
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,Maat,12 oz,,shopify,10,deny,manual,44.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,Maat,14 oz,,shopify,10,deny,manual,44.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,Maat,16 oz,,shopify,10,deny,manual,44.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-wit2.jpg,2,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen wit kids,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-wit3.jpg,3,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen wit kids,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-wit4.jpg,4,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen wit kids,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen zwart kids,"<p data-start=""123"" data-end=""241""><strong data-start=""123"" data-end=""189"">Booster Fight Gear – BG Youth Elite V2 Bokshandschoenen (Kids)</strong><br data-start=""189"" data-end=""192"" /><em data-start=""192"" data-end=""239"">Professionele bescherming voor jonge vechters</em></p> <p data-start=""243"" data-end=""461"">De BG Youth Elite V2 is speciaal ontworpen voor kinderen die serieus willen trainen. Deze handschoenen combineren ultieme bescherming, comfort en stijl zodat jonge atleten veilig hun volle potentieel kunnen bereiken.</p> <p data-start=""463"" data-end=""493""><strong data-start=""463"" data-end=""491"">Belangrijkste kenmerken:</strong></p> <ul data-start=""494"" data-end=""1072""> <li data-start=""494"" data-end=""608""> <p data-start=""496"" data-end=""608""><strong data-start=""496"" data-end=""522"">Injected Mold Padding:</strong> uitzonderlijke schokabsorptie, beschermt jonge handen tijdens training en sparring.</p> </li> <li data-start=""609"" data-end=""702""> <p data-start=""611"" data-end=""702""><strong data-start=""611"" data-end=""650"">Ergonomische pasvorm voor kinderen:</strong> veilig en comfortabel, afgestemd op kinderhanden.</p> </li> <li data-start=""703"" data-end=""774""> <p data-start=""705"" data-end=""774""><strong data-start=""705"" data-end=""735"">Duurzaam synthetisch leer:</strong> bestand tegen intensieve trainingen.</p> </li> <li data-start=""775"" data-end=""874""> <p data-start=""777"" data-end=""874""><strong data-start=""777"" data-end=""818"">Aangehechte duim & extra polsvulling:</strong> vermindert blessures en ondersteunt de vuist en pols.</p> </li> <li data-start=""875"" data-end=""962""> <p data-start=""877"" data-end=""962""><strong data-start=""877"" data-end=""908"">Klittenbandsluiting rondom:</strong> eenvoudig aanpasbaar voor een persoonlijke pasvorm.</p> </li> <li data-start=""963"" data-end=""1072""> <p data-start=""965"" data-end=""1072""><strong data-start=""965"" data-end=""990"">Strak, modern design:</strong> subtiele glanzende patronen en Booster-logo voor een professionele uitstraling.</p> </li> </ul> <p data-start=""1074"" data-end=""1178"">Perfect voor jonge atleten die willen trainen zoals de groten, met maximale bescherming en comfort.</p>",Booster,Kickbokshandschoenen Kunststof,"Booster, Handschoenen, Kickbokshandschoenen Kunststof, Kids fight",TRUE,Maat,10 oz,,shopify,10,deny,manual,44.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-zwart.jpg,1,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen zwart kids,active,Booster BGL Elite kids,,apparel,#0E2A4A
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,Maat,12 oz,,shopify,10,deny,manual,44.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,Maat,14 oz,,shopify,10,deny,manual,44.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,Maat,16 oz,,shopify,10,deny,manual,44.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-zwart2.jpg,2,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen zwart kids,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-zwart3.jpg,3,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen zwart kids,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-zwart4.jpg,4,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen zwart kids,,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-zwart-kids,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids,"<p data-start=""122"" data-end=""236"">Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids</p>",Booster,Scheenbeschermers,"Booster, Scheenbeschermers",TRUE,Maat,10 oz,,shopify,10,deny,manual,54.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-eliteV2-zwart.jpg,1,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids,active,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids,,shield,#0E2A4A
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-zwart-kids,,,,,,,Maat,12 oz,,shopify,10,deny,manual,54.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-zwart-kids,,,,,,,Maat,14 oz,,shopify,10,deny,manual,54.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-zwart-kids,,,,,,,Maat,16 oz,,shopify,10,deny,manual,54.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-wit-kids,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers WIT Kids,<p>Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids</p>,Booster,Scheenbeschermers,"Booster, Scheenbeschermers",TRUE,Maat,10 oz,,shopify,10,deny,manual,54.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-eliteV2-wit.jpg,1,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers WIT Kids,active,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids,,shield,#0E2A4A
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-wit-kids,,,,,,,Maat,12 oz,,shopify,10,deny,manual,54.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-wit-kids,,,,,,,Maat,14 oz,,shopify,10,deny,manual,54.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-wit-kids,,,,,,,Maat,16 oz,,shopify,10,deny,manual,54.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-bangkok-series-2-scheenbeschermers-wit,Booster Fight Gear – Bangkok Series 2 scheenbeschermers wit,"<p data-start=""122"" data-end=""236""><strong data-start=""122"" data-end=""184"">Booster Fight Gear – Bangkok Series 2 SG Scheenbeschermers</strong><br data-start=""184"" data-end=""187"" /><em data-start=""187"" data-end=""234"">Traditionele Thaise stijl, moderne prestaties</em></p> <p data-start=""238"" data-end=""434"">Train veilig en stijlvol met de Bangkok Series scheenbeschermers van Booster Fight Gear. Geïnspireerd op Muay Thai en ontworpen voor full-contact vechtsporten zoals kickboksen, Muay Thai en MMA.</p> <p data-start=""436"" data-end=""466""><strong data-start=""436"" data-end=""464"">Belangrijkste kenmerken:</strong></p> <ul data-start=""467"" data-end=""975""> <li data-start=""467"" data-end=""558""> <p data-start=""469"" data-end=""558""><strong data-start=""469"" data-end=""503"">Meerlaagse traagschuimvulling:</strong> optimale bescherming voor scheenbeen, enkel en voet.</p> </li> <li data-start=""559"" data-end=""647""> <p data-start=""561"" data-end=""647""><strong data-start=""561"" data-end=""589"">Lichtgewicht & wendbaar:</strong> maximale mobiliteit zonder in te leveren op veiligheid.</p> </li> <li data-start=""648"" data-end=""765""> <p data-start=""650"" data-end=""765""><strong data-start=""650"" data-end=""673"">Secure Fit-systeem:</strong> twee klittenbandsluitingen, extra onderband en elastische voetband voor perfecte pasvorm.</p> </li> <li data-start=""766"" data-end=""866""> <p data-start=""768"" data-end=""866""><strong data-start=""768"" data-end=""798"">Duurzaam synthetisch leer:</strong> bestand tegen intensieve trainingen en eenvoudig schoon te maken.</p> </li> <li data-start=""867"" data-end=""975""> <p data-start=""869"" data-end=""975""><strong data-start=""869"" data-end=""919"">Thais geïnspireerd design & opvallend artwork:</strong> combineert traditionele stijl met moderne prestaties.</p> </li> </ul>",Booster,Scheenbeschermers,"Booster, Scheenbeschermers",TRUE,Maat,10 oz,,shopify,10,deny,manual,74.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-Bangkok-Series-2-wit.jpg,1,Booster Fight Gear – Bangkok Series 2 scheenbeschermers wit,active,Booster BGL V9 kickbokshandschoenen BLACK/GREY,,shield,#0E2A4A
booster-fight-gear-bangkok-series-2-scheenbeschermers-wit,,,,,,,Maat,12 oz,,shopify,10,deny,manual,74.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-bangkok-series-2-scheenbeschermers-wit,,,,,,,Maat,14 oz,,shopify,10,deny,manual,74.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-bangkok-series-2-scheenbeschermers-wit,,,,,,,Maat,16 oz,,shopify,10,deny,manual,74.95,,TRUE,TRUE,,,,active,,,,
booster-fight-gear-bangkok-series-2-scheenbeschermers-wit,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-Bangkok-Series-2-wit-1.jpg,2,Booster Fight Gear – Bangkok Series 2 scheenbeschermers wit,,,,,
booster-fight-gear-bangkok-series-5-scheenbeschermers-zwart,Booster Fight Gear – Bangkok Series 5 scheenbeschermers zwart,"<p data-start=""122"" data-end=""236""><strong data-start=""122"" data-end=""184"">Booster Fight Gear – Bangkok Series 5 SG Scheenbeschermers</strong><br data-start=""184"" data-end=""187"" /><em data-start=""187"" data-end=""234"">Traditionele Thaise stijl, moderne prestaties</em></p> <p data-start=""238"" data-end=""434"">Train veilig en stijlvol met de Bangkok Series scheenbeschermers van Booster Fight Gear. Geïnspireerd op Muay Thai en ontworpen voor full-contact vechtsporten zoals kickboksen, Muay Thai en MMA.</p> <p data-start=""436"" data-end=""466""><strong data-start=""436"" data-end=""464"">Belangrijkste kenmerken:</strong></p> <ul data-start=""467"" data-end=""975""> <li data-start=""467"" data-end=""558""> <p data-start=""469"" data-end=""558""><strong data-start=""469"" data-end=""503"">Meerlaagse traagschuimvulling:</strong> optimale bescherming voor scheenbeen, enkel en voet.</p> </li> <li data-start=""559"" data-end=""647""> <p data-start=""561"" data-end=""647""><strong data-start=""561"" data-end=""589"">Lichtgewicht & wendbaar:</strong> maximale mobiliteit zonder in te leveren op veiligheid.</p> </li> <li data-start=""648"" data-end=""765""> <p data-start=""650"" data-end=""765""><strong data-start=""650"" data-end=""673"">Secure Fit-systeem:</strong> twee klittenbandsluitingen, extra onderband en elastische voetband voor perfecte pasvorm.</p> </li> <li data-start=""766"" data-end=""866""> <p data-start=""768"" data-end=""866""><strong data-start=""768"" data-end=""798"">Duurzaam synthetisch leer:</strong> bestand tegen intensieve trainingen en eenvoudig schoon te maken.</p> </li> <li data-start=""867"" data-end=""975""> <p data-start=""869"" data-end=""975""><strong data-start=""869"" data-end=""919"">Thais geïnspireerd design & opvallend artwork:</strong> combineert traditionele stijl met moderne prestaties.</p> </li> </ul>",Booster,Scheenbeschermers,"Booster, Scheenbeschermers",TRUE,Maat,10 oz,,shopify,10,deny,manual,74.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-Bangkok-Series-5-zwart.jpg,1,Booster Fight Gear – Bangkok Series 5 scheenbeschermers zwart,active,Booster BGL V9 kickbokshandschoenen BLACK/GREY,,shield,#0E2A4A
